,periodoA,osf,categoria,p1_a,p1_b,p1_e,p1_g,p1_h,p1_i,p2,p4,p5_a,p5_b,p5_c,p5_e,p6,p6.1,evaluacion,comentarios
5163,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,5,4,4,4,5,True,0,4,5,5,5,0,False,4,"['muy', 'siento', 'falta', 'mas', 'gran', 'mas', 'no', 'muy']"
5164,2,"SATEM, Sociedad Astronómica del Tecnológico de Monterrey",Sociedad de Alumnos ITESM,5,4,4,3,4,2,True,0,4,5,5,5,2,False,3,[]
5165,2,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",Sociedad de Alumnos ITESM,4,4,3,4,4,3,False,2,3,4,4,4,2,False,3,[]
5166,2,"Laboratorio de Arte, A.C.",ONG - Arte y cultura,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
5167,2,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",Sociedad de Alumnos ITESM,4,5,5,5,5,5,False,0,5,5,5,5,0,True,4,"['ninguno', 'muy', 'servir', 'mas']"
5168,2,Práctica Jurídica LED,ONG - Política y leyes,4,4,2,2,2,4,False,0,4,3,4,5,0,False,2,"['hubiera', 'mas', 'mas']"
5169,2,Sacbé,ONG - Arte y cultura,5,5,5,5,5,5,True,0,5,5,5,5,0,False,4,"['falta', 'mas', 'final', 'horas', 'servir', 'mejorar']"
5170,2,"Best Buddies de México, A.C",ONG - Humanitaria,5,5,4,3,5,3,True,2,1,1,4,5,5,True,4,['excelente']
5171,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,[]
5172,2,"Proeducación, I.A.P.",ONG - Desarrollo humano,3,4,4,3,3,2,True,2,4,4,4,4,2,False,3,[]
5173,2,Proyecto 99,ONG - Humanitaria,5,5,5,4,4,5,True,2,3,5,5,5,2,True,4,"['muy', 'muy']"
5174,2,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,4,5,4,5,True,0,5,5,5,5,0,True,4,"['falta', 'mas', 'otra', 'persona']"
5175,2,"ACS, American Chemical Society Tecnológico de Monterrey",Investigación,4,4,4,4,4,4,True,5,4,4,4,4,2,False,4,[]
5176,2,"Guerreros en la Vida y en la Cancha, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,5,5,5,4,5,2,False,4,[]
5177,2,"Laboratorio de Arte, A.C.",ONG - Arte y cultura,4,4,4,5,4,5,True,5,5,5,5,5,5,True,5,"['muy', 'buen', 'se', 'debe', 'dar', 'mantenimiento', 'muy', 'buen']"
5178,2,SACPF - Sociedad de Alumnos de Licenciatura en Contaduría Pública y Finanzas,Sociedad de Alumnos ITESM,4,4,3,3,4,4,False,2,4,5,5,5,0,True,3,"['mas', 'saber', 'vida']"
5179,2,"Proeducación, I.A.P.",ONG - Desarrollo humano,4,3,4,3,3,5,True,0,4,4,5,5,0,False,3,"['le', 'falta', 'deben', 'mejorar', 'mas', 'hubo', 'dudas']"
5180,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,5,4,5,5,5,True,0,5,5,5,5,0,True,4,"['se', 'les', 'tranquilo', 'saber', 'les']"
5181,2,CONSEJO NACIONAL MEXICANO DE PUEBLOS ORIGINARIOS Y COMUNIDADES INDIGENAS,ONG - Arte y cultura,2,2,2,2,2,2,True,0,4,3,3,4,0,True,3,"['muy', 'no', 'bonita']"
5182,2,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",ONG - Humanitaria,4,4,4,3,4,3,True,2,4,4,4,4,2,False,3,[]
5183,2,ABBA | ADOPCIÓN Y ACOGIMIENTO FAMILIAR DE MÉXICO AC,ONG - Humanitaria,3,2,1,1,2,3,False,0,3,2,2,2,0,False,2,"['muy', 'mal', 'hubo', 'veces', 'centro', 'pedir', 'dinero', 'hora', 'hubo', 'horas', 'no', 'se', 'no', 'le', 'porque', 'no', 'habia', 'nada', 'no', 'llevar']"
5184,2,"SAITC, Sociedad de Alumnos de Ingeniería en Tecnologías Computacionales",Sociedad de Alumnos ITESM,5,5,5,5,4,4,True,0,5,5,5,5,5,False,4,"['genial', 'ayudar']"
5185,2,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",Sociedad de Alumnos ITESM,5,2,5,5,2,4,False,0,5,5,5,5,2,False,3,"['encanto', 'pedir', 'dar', 'mas', 'horas', 'clase', 'no']"
5186,2,"Fundación F21, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,4,2,True,4,"['muy', 'muy', 'realidad']"
5187,2,Líderes del Mañana,ONG - Desarrollo humano,3,4,4,4,4,4,True,0,4,4,4,5,0,True,4,"['dar', 'mas', 'horas', 'cara', 'cuando']"
5188,2,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
5189,2,"Patronato del Parque Rufino y Olga Tamayo, A.C. (San pedro parques)",ONG - Medio ambiente,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,"['muy', 'amables', 'empezar', 'cuando', 'no', 'muy', 'satisfactoria', 'ayudar']"
5190,2,"FONDEAGG, Fondo Educativo Gral. de Div. Anacleto Guerrero Guajardo, A.C",ONG - Desarrollo humano,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['muy', 'mas', 'no', 'se', 'han', 'esas', 'horas']"
5191,2,Andar México,ONG - Humanitaria,5,4,5,4,4,5,True,2,4,5,5,5,2,False,4,[]
5192,2,"Compromiso y Responsabilidad Educativa, ABP",ONG - Desarrollo humano,5,5,5,5,5,5,False,0,5,5,5,5,0,True,4,"['parece', 'muy', 'hoy', 'dia', 'no', 'no', 'bienvenida', 'encanto', 'siento', 'muy', 'seguir', 'trabajando', 'ellos', 'verano']"
5193,2,EN - Dirección de Programa LAF,Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,['buen']
5194,2,Pal Sur del Norte,ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['ninguno', 'ayudar', 'esto', 'seguir']"
5195,2,"LAZOS, I.A.P.",ONG - Humanitaria,4,4,3,4,5,4,True,0,4,4,5,4,0,True,4,"['hubo', 'hice', 'se', 'no', 'ellos', 'esto', 'seguir', 'tal', 'no']"
5196,2,"Be The Match MX, A.C.",ONG - Salud,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['muy', 'muy', 'muy', 'personas', 'ayudar']"
5197,2,Capa x Capa,ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
5198,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,1,1,3,2,3,2,False,2,1,1,1,3,0,False,1,"['no', 've']"
5199,2,"Fundación F21, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,5,4,5,4,5,5,True,5,"['muy', 'buen', 'muy', 'atentos']"
5200,2,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,4,4,4,4,4,True,2,5,5,5,5,0,True,4,[]
5201,2,"Best Buddies de México, A.C",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['mas', 'se', 'mejorar', 'persona']"
5202,2,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,5,5,5,5,5,True,5,5,5,5,5,0,False,4,"['muy', 'buen']"
5203,2,"Proeducación, I.A.P.",ONG - Desarrollo humano,4,5,4,4,4,4,False,5,5,5,4,4,0,False,3,['perfecto']
5204,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,5,4,4,4,5,True,2,4,5,5,5,0,True,4,[]
5205,2,Sacbé,ONG - Arte y cultura,4,4,5,4,4,4,True,0,4,4,4,4,2,False,3,[]
5206,2,Fundacionplan.org | Plan SPAP A.C.,ONG - Humanitaria,4,4,4,4,4,4,True,2,4,4,4,4,2,True,4,['muy']
5207,2,Women in Tech,ONG - Desarrollo humano,4,5,4,3,3,4,True,0,5,5,5,5,2,False,4,"['se', 'mas', 'ofrece', 'muy', 'poner', 'buscar', 'mejorar', 'persona']"
5208,2,EAAD - Impulso Urbano,ONG - Humanitaria,5,5,5,4,5,5,True,0,5,5,5,5,0,False,4,"['poner', 'motivo', 'duda', 'se', 'darle', 'forma', 'ahora', 'forma', 'tras', 'va', 'forma', 'duda']"
5209,2,"SABGB, Sociedad de Alumnos de Licenciatura en Negocios Internacionales",Sociedad de Alumnos ITESM,5,5,5,5,5,4,True,5,5,5,5,5,0,True,5,"['excelente', 'muy', 'buen', 'motivo', 'muy', 'otra', 'puesto']"
5210,2,Centro Virtual de Aprendizaje Tec de Monterrey,Emprendimiento y desarrollo,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['encanto', 'porque', 'siento', 'personas', 'hoy', 'dia', 'estos', 'muy', 'fui', 'muy', 'responsable', 'tenia', 'cuando', 'mas', 'mas']"
5211,2,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
5212,2,Iniciativa Campana Altamira,ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,[]
5213,2,Fundacionplan.org | Plan SPAP A.C.,ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,2,False,4,[]
5214,2,"PROVS, Programa de la Vivienda Sustentable, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
5215,2,Líderes del Mañana,ONG - Desarrollo humano,5,5,5,5,5,3,True,5,4,4,5,5,2,True,4,"['excelente', 'muy']"
5216,2,Centro Virtual de Aprendizaje Tec de Monterrey,Emprendimiento y desarrollo,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['vida', 'personas']"
5217,2,"SALRI, Sociedad de Alumnos de Licenciatura en Relaciones Internacionales",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
5218,2,"LIN, Dirección de Carrera de Licenciado en Negocios Internacionales (Caremisiones)",ONG - Desarrollo humano,5,5,5,5,5,5,True,5,5,5,5,5,2,False,4,[]
5219,2,"CIBRUC, CENTRO DE INVESTIGACION SOBRE BIODIGESTION ANAEROBIA Y RESIDUOS URBANOS, A.C.",Investigación,4,4,4,5,5,5,True,0,4,4,5,5,2,False,4,[]
5220,2,Fundación JOMAR A.C,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'dar', 'grupo', 'personas', 'atencion', 'les', 'fui', 'dar', 'personal', 'muy', 'experiencias']"
5221,2,"Proeducación, I.A.P.",ONG - Desarrollo humano,4,4,4,4,4,4,True,0,5,5,5,5,0,True,4,"['gran', 'muy', 'se', 'le']"
5222,2,"Club Deportivo de Fútbol Americano Avispones, A.C.",Actividades recreativas,5,5,5,5,5,5,False,2,5,5,5,5,2,True,4,"['seguir', 'muy']"
5223,2,Prepanet Monterrey,ONG - Humanitaria,4,4,5,5,5,5,True,0,4,5,5,4,0,False,4,"['siento', 'muy', 'cercana', 'condiciones', 'han', 'se', 'mejorar', 'mas', 'porque', 'personas', 'vida', 'muy', 'menos', 'cambiar', 'mas']"
5224,2,"Club Deportivo de Futból Americano Águilas, A.C.",Actividades recreativas,5,5,5,5,5,3,True,5,5,5,5,5,0,True,4,"['muy', 'siento', 'divertido']"
5225,2,"Fundación Nina, A.C.",ONG - Humanitaria,3,4,4,4,4,4,False,0,4,4,4,4,2,False,3,[]
5226,2,"Club Deportivo de Fútbol Americano Avispones, A.C.",Actividades recreativas,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,['excelente']
5227,2,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C.",Actividades recreativas,3,2,2,1,1,3,False,0,5,4,5,4,2,False,2,"['parece', 'muy', 'muy', 'no', 'hubo', 'muy', 'mala']"
5228,2,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,4,4,4,4,5,True,4,"['muy', 'buen', 'agradable']"
5229,2,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,[]
5230,2,AEDEG - Asociación de Estudiantes Deutsche Gemeinschaft,ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,['dar']
5231,2,"Proeducación, I.A.P.",ONG - Desarrollo humano,3,4,5,3,3,2,False,0,4,5,5,5,2,True,3,"['veces', 'mala', 'necesario']"
5232,2,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,5,5,4,4,5,False,0,5,5,5,4,0,True,4,"['porque', 'hora', 'atencion', 'mas', 'horas', 'eso', 'les', 'di', 'mas', 'les', 'ellos']"
5233,2,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,[]
5234,2,"AMMJE, Asociación Mexicana de Mujeres Jefas de Empresa, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
5235,2,"AUTISMO, A.B.P.",ONG - Humanitaria,1,4,1,2,1,3,False,0,5,5,5,5,2,False,2,[]
5236,2,"Soñar Despierto, A.C.",ONG - Desarrollo humano,5,5,3,5,4,5,True,0,3,5,4,5,2,False,4,[]
5237,2,"SALTM, Sociedad de Alumnos de Licenciatura en Tecnologías y Producción Musical",Sociedad de Alumnos ITESM,4,3,2,2,2,3,False,0,5,5,5,5,0,False,3,"['nunca', 'se', 'solo', 'no', 'nada', 'no', 'tratar']"
5238,2,"SALEM, Sociedad de Alumnos de Licenciado en Mercadotecnia",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'personas', 'vida', 'grupo']"
5239,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,4,4,4,5,4,5,True,2,4,4,5,5,5,False,4,['muy']
5240,2,"AUTISMO, A.B.P.",ONG - Humanitaria,1,2,2,2,2,4,False,0,4,4,5,4,2,False,2,[]
5241,2,"LAZOS, I.A.P.",ONG - Humanitaria,4,4,5,5,5,5,True,2,5,5,5,5,2,True,4,"['dar', 'encanto']"
5242,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,3,5,5,5,0,True,4,"['excelente', 'se', 'le', 'se', 'le', 'iban', 'esa']"
5243,2,"Be The Match MX, A.C.",ONG - Salud,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['encanto', 'porque', 'vida', 'alguien', 'se']"
5244,2,"CIBRUC, CENTRO DE INVESTIGACION SOBRE BIODIGESTION ANAEROBIA Y RESIDUOS URBANOS, A.C.",Investigación,5,5,5,5,5,3,True,2,5,5,5,5,2,False,4,[]
5245,2,Líderes del Mañana,ONG - Desarrollo humano,4,4,3,4,3,4,True,2,4,4,4,4,2,False,3,[]
5246,2,"Fundación F21, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
5247,2,CONSEJO NACIONAL MEXICANO DE PUEBLOS ORIGINARIOS Y COMUNIDADES INDIGENAS,ONG - Arte y cultura,3,2,2,2,2,2,True,0,4,4,5,5,0,False,3,"['claro', 'mas', 'pues', 'no', 'solo', 'sino']"
5248,2,Semillero Espiral Colectivo,ONG - Medio ambiente,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,"['muy', 'agradable']"
5249,2,SALED – Sociedad de Alumnos de Licenciatura en Derecho,Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,[]
5250,2,Secretaría de Cultura y Educación del Municipio de San Pedro,ONG - Arte y cultura,5,5,5,4,5,4,True,2,5,5,5,5,2,True,4,[]
5251,2,"SAIFI, Sociedad de Alumnos de Ingeniería Física Industrial",Sociedad de Alumnos ITESM,4,4,4,4,4,4,False,0,4,4,4,4,0,True,3,"['aun', 'pueden', 'mejorar', 'muy', 'veces', 'dar']"
5252,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,[]
5253,2,"SAIDS, Sociedad de Alumnos de Ingeniero en Desarrollo Sustentable",Sociedad de Alumnos ITESM,4,5,4,3,4,5,True,0,5,5,5,5,2,False,4,[]
5254,2,EHE - Educación Continua- Arizona State UniversitySolarSPELL.org,ONG - Desarrollo humano,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['encanta', 'se', 'gran', 'encanto', 'tal', 'se', 'impresionante', 'se', 'llevar', 'lugares', 'no', 'acceso', 'ella']"
5255,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['encanto', 'muy', 'encanto', 'se', 'esto', 'mas', 'personal']"
5256,2,Pal Sur del Norte,ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
5257,2,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,4,5,5,5,5,True,0,5,5,5,5,0,False,4,"['muy', 'saber', 'atencion', 'muy', 'cuenta', 'personas']"
5258,2,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,4,4,4,5,4,True,2,4,5,5,5,2,True,4,['muy']
5259,2,SALAEt - Sociedad de Alumnos de Licenciado en Estrategia y Transformación de Negocios,Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'fuimos', 'dimos']"
5260,2,INSTITUTO DE CIENCIAS Y TECNOLOGÍAS APLICADAS SC,Emprendimiento y desarrollo,5,5,5,5,5,5,True,0,5,5,5,5,0,False,4,"['les', 'falta', 'empresa', 'le', 'falta']"
5261,2,"Proeducación, I.A.P.",ONG - Desarrollo humano,3,4,4,2,2,3,False,0,3,3,4,3,0,False,2,"['muy', 'dudas', 'poner', 'claro', 'cantidad', 'se', 'deben', 'dar', 'no', 'poner', 'claro', 'caso', 'cantidad', 'se', 'deben', 'dar']"
5262,2,"Fundación F21, A.C.",ONG - Desarrollo humano,4,4,4,4,4,4,True,5,5,5,5,5,2,True,4,"['muy', 'buen']"
5263,2,Sacbé,ONG - Arte y cultura,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,['muy']
5264,2,"Fundación F21, A.C.",ONG - Desarrollo humano,5,1,1,2,1,1,True,0,1,2,2,4,0,False,2,"['parece', 'pedir', 'dinero', 'no', 'cantidad', 'pedir', 'negocio', 'empezar', 'excelente', 'pedir', 'despues', 'no', 'parece']"
5265,2,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
5266,2,"Ya Puedo Escucharte, A.C.",ONG - Salud,2,4,3,1,1,4,False,2,5,5,5,4,0,False,3,[]
5267,2,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,['muy']
5268,2,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",Sociedad de Alumnos ITESM,3,3,3,2,2,4,True,2,3,4,3,3,0,False,3,"['casi', 'no', 'hubo']"
5269,2,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",ONG - Humanitaria,2,3,3,3,4,4,True,0,4,4,4,4,2,False,3,[]
5270,2,"Fundación Nina, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
5271,2,Sacbé,ONG - Arte y cultura,4,5,4,4,4,4,True,0,5,5,5,5,2,False,4,"['cambio', 'muy']"
5272,2,"AENL, Asociación de Estudiantes de Nuevo León",ONG - Desarrollo humano,4,5,2,3,3,3,True,2,4,5,5,5,0,False,3,"['muy', 'siguiente', 'di', 'cuenta', 'estos', 'porque', 'les', 'no']"
5273,2,"SAIQ, Sociedad de Alumnos de Ingeniería Química",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,5,4,5,5,5,5,True,5,"['excelente', 'excelente']"
5274,2,"SALAD, Sociedad de Alumnos en Animación y Arte Digital",Sociedad de Alumnos ITESM,5,5,5,5,5,5,False,0,5,5,5,5,2,True,4,"['habia', 'falta', 'eso', 'muy']"
5275,2,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['hubiera', 'mas', 'se', 'mas']"
5276,2,"SAIRS, Sociedad de Alumnos de Ingeniería en Robótica y Sistemas Digitales",Sociedad de Alumnos ITESM,4,4,5,5,5,5,True,2,3,4,4,4,2,False,4,[]
5277,2,Sacbé,ONG - Arte y cultura,4,3,4,4,4,3,True,0,5,4,5,4,0,True,4,"['mejorar', 'forma', 'personas', 'no', 'dar', 'no', 'parecen', 'muy', 'ahora', 'no', 'dar', 'se', 'ese']"
5278,2,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,[]
5279,2,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
5280,2,"SATEM, Sociedad Astronómica del Tecnológico de Monterrey",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['muy', 'buen', 'lleno', 'muy']"
5281,2,AEDUR - Asociación de Estudiantes de Durango,ONG - Desarrollo humano,5,5,4,5,4,5,True,5,4,5,5,5,0,False,4,"['muy', 'buen', 'falta', 'falta', 'mas', 'casi', 'no']"
5282,2,Dirección de Emprendimiento Social,Emprendimiento y desarrollo,4,4,3,3,4,4,True,0,5,5,4,4,2,True,4,"['genial', 'persona', 'otra']"
5283,2,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['forma', 'muy', 'bonita', 'habia', 'respecto', 'hubo', 'respeto']"
5284,2,"Fundación F21, A.C.",ONG - Desarrollo humano,4,4,5,4,4,4,True,0,4,5,5,5,0,True,4,"['excelente', 'negocio', 'esos', 'ayudar', 'mas', 'negocio']"
5285,2,Thunder MX,Actividades recreativas,4,4,4,4,3,5,True,0,1,5,4,5,0,False,3,"['gran', 'mas', 'trabajando', 'horas', 'se', 'mejorar', 'ese', 'otro', 'muy', 'se']"
5286,2,"Ya Puedo Escucharte, A.C.",ONG - Salud,3,4,3,3,2,4,True,2,4,5,5,5,2,False,3,"['mejorar', 'muy']"
5287,2,Centro Jurídico y Formación Integral BUFETEC,ONG - Política y leyes,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,[]
5288,2,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,"['muy', 'muy']"
5289,2,Instituto Nacional de Antropología e Historia,ONG - Arte y cultura,5,5,5,5,5,5,True,2,5,5,5,5,0,False,4,[]
5290,2,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,5,True,5,"['muy', 'muy']"
5291,2,"Best Buddies de México, A.C",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,False,4,"['despues', 'se', 'dudas']"
5292,2,"Vecinos Fuente del Valle, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,5,5,5,5,5,2,False,4,"['muy', 'muy']"
5293,2,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C.",ONG - Humanitaria,5,5,5,5,5,3,True,0,5,5,5,5,0,True,4,"['encanto', 'saber', 'no']"
5294,2,Women in Tech,ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,4,5,5,0,True,4,"['excelente', 'forma', 'ante']"
5295,2,"SAIDS, Sociedad de Alumnos de Ingeniero en Desarrollo Sustentable",Sociedad de Alumnos ITESM,4,5,4,5,5,5,True,0,5,5,5,5,0,True,4,"['se', 'tuvo', 'muy', 'atender', 'mas']"
5296,2,CONSEJO NACIONAL MEXICANO DE PUEBLOS ORIGINARIOS Y COMUNIDADES INDIGENAS,ONG - Arte y cultura,5,5,5,5,5,5,True,5,5,5,5,5,2,False,4,[]
5297,2,"SAIFI, Sociedad de Alumnos de Ingeniería Física Industrial",Sociedad de Alumnos ITESM,4,4,4,3,3,3,False,0,5,5,5,5,0,False,3,"['mas', 'no', 'se', 'se', 'iban', 'dar', 'alguien', 'luego', 'hora', 'hora', 'darle', 'personal', 'no', 'dar', 'les', 'nada', 'no', 'se', 'no', 'se', 'se', 'dar', 'empezar', 'agrado', 'dar', 'no', 'se', 'repetir']"
5298,2,"AENL, Asociación de Estudiantes de Nuevo León",ONG - Desarrollo humano,5,5,5,5,5,5,False,5,5,5,5,5,2,False,4,[]
5299,2,"AENL, Asociación de Estudiantes de Nuevo León",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
5300,2,"SAINA, Sociedad de Alumnos de Ingeniería en Nanotecnología",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['encanto', 'muy']"
5301,2,"SAINA, Sociedad de Alumnos de Ingeniería en Nanotecnología",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['muy', 'buen', 'muy']"
5302,2,"SAINA, Sociedad de Alumnos de Ingeniería en Nanotecnología",Sociedad de Alumnos ITESM,4,4,4,5,4,4,True,5,3,5,5,5,0,True,4,"['muy', 'forma']"
5303,2,"SAINA, Sociedad de Alumnos de Ingeniería en Nanotecnología",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,2,5,5,5,5,5,True,5,"['muy', 'buen']"
5304,2,"SAINA, Sociedad de Alumnos de Ingeniería en Nanotecnología",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,2,4,5,5,5,5,True,5,"['genial', 'encanto', 'esto']"
5305,2,"SAINA, Sociedad de Alumnos de Ingeniería en Nanotecnología",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['muy', 'buen', 'muy']"
5306,2,"SAINA, Sociedad de Alumnos de Ingeniería en Nanotecnología",Sociedad de Alumnos ITESM,5,5,5,5,4,5,True,2,5,5,5,5,0,True,4,"['muy', 'caras', 'parece', 'muy', 'bonita', 'gran', 'gran', 'pues', 'tuve', 'se', 'mas']"
5307,2,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,2,3,1,2,4,4,False,0,4,4,4,4,2,False,2,[]
5308,2,"Un Techo para mi País México, A.C.",ONG - Humanitaria,4,4,5,4,4,5,True,5,4,4,5,5,2,False,4,[]
5309,2,"Centro de Capacitación y Talento Empresarial Industrial, A.C",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['persona', 'buscar']"
5310,2,EN - Dirección de Programa LAF,Sociedad de Alumnos ITESM,5,5,5,4,4,5,True,0,5,5,4,5,0,True,4,['persona']
5311,2,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",ONG - Humanitaria,3,5,3,5,5,4,True,2,5,4,5,5,2,True,4,['muy']
