,periodoA,osf,categoria,p1_a,p1_b,p1_e,p1_g,p1_h,p1_i,p2,p4,p5_a,p5_b,p5_c,p5_e,p6,p6.1,evaluacion,comentarios
0,1,León Ortigosa ABP,ONG - Humanitaria,4,5,5,5,5,5,True,0,4,5,5,5,0,True,4,"['se', 'actitud', 'estos', 'mejorar']"
1,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,4,4,4,4,4,1,True,0,4,4,4,4,0,True,3,"['hubiera', 'mas', 'mas', 'mas', 'respecto', 'pues', 'ahora', 'horas', 'no', 'hice', 'ni', 'hora', 'mal']"
2,1,"Casa Paterna La Gran Familia, A.C.",ONG - Humanitaria,4,5,5,5,5,4,True,0,5,5,5,5,0,False,4,"['dia', 'dia', 'falta', 'veces', 'no', 'no', 'falta', 'se', 'debe', 'respecto']"
3,1,"Programa de Acompañamiento de Servicio Social, Dirección de Servicio Social Campus Mty",Dirección Servicio Social Campus Mty.,5,5,3,5,5,5,True,0,5,5,5,5,0,True,4,[]
4,1,Casa Monarca Ayuda Humanitaria al Migrante A.B.P.,ONG - Humanitaria,4,3,3,5,5,2,True,0,4,4,4,4,0,False,3,"['no', 'muy', 'hice']"
5,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,4,4,4,4,4,True,2,4,5,4,5,0,True,4,"['muy', 'seguir', 'tus', 'tu']"
6,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,4,4,3,3,3,4,False,0,3,3,3,3,2,False,2,[]
7,1,Casa Monarca Ayuda Humanitaria al Migrante A.B.P.,ONG - Humanitaria,4,5,1,4,5,2,True,0,5,5,5,5,0,True,4,"['muy', 'siento', 'mas', 'muy', 'siento', 'tal', 'mejorar', 'porque', 'vino', 'no']"
8,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,4,2,False,4,[]
9,1,"Zamora Coaching INC, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['excelente', 'encanto', 'encanto', 'porque']"
10,1,"Fundación El Mundo Escribe, A.C.",ONG - Arte y cultura,1,1,1,1,1,1,True,2,3,3,3,3,2,False,2,[]
11,1,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C.",Actividades recreativas,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
12,1,"Corporación de Desarrollo Integral GAON, S.A. de C.V.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['tratando', 'impresionante', 'cantidad', 'le', 'encanto', 'vida', 'gran']"
13,1,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,"['muy', 'claro', 'estamos', 'distancia']"
14,1,"TEDI, Taller de Expresión y Desarrollo Integral, A.C.",ONG - Desarrollo humano,4,4,4,5,5,3,True,0,4,4,4,5,0,False,3,"['buen', 'tal', 'se', 'trabajando', 'entender', 'realidad', 'no', 'esa', 'realidad']"
15,1,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C.",Actividades recreativas,4,4,3,5,5,4,True,5,4,4,4,4,2,False,4,[]
16,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,5,5,5,5,4,True,5,5,5,5,5,0,False,4,"['excelente', 'muy', 'amables', 'excelente', 'hubiera', 'se', 'seguir', 'se']"
17,1,"TEDI, Taller de Expresión y Desarrollo Integral, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,4,5,5,3,0,True,4,"['muy', 'hermoso', 'muy', 'se', 'personas', 'fui', 'dar', 'porque', 'no']"
18,1,"TEDI, Taller de Expresión y Desarrollo Integral, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['forma', 'se', 'se', 'siento', 'personas', 'se', 'ellas', 'siento', 'mas', 'no', 'solo', 'personas', 'siento']"
19,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,4,5,5,5,5,True,0,5,5,5,5,0,True,4,"['forma', 'les', 'mas', 'se', 'hoy', 'dia', 'mas', 'necesidades', 'muy']"
20,1,Casa Monarca Ayuda Humanitaria al Migrante A.B.P.,ONG - Humanitaria,5,5,4,4,5,5,True,0,5,5,5,5,2,True,4,"['parece', 'muy']"
21,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,5,4,3,4,5,5,True,0,4,5,5,3,0,True,4,"['se', 'hablar', 'dia', 'dia', 'veces', 'estamos', 'muy', 'idea', 'justo', 'parecen', 'hice', 'dia', 'dia', 'mas', 'vida', 'entonces', 'vista', 'experiencias', 'muy', 'soy', 'persona', 'le', 'dar', 'consejos', 'personas', 'caso', 'no', 'dar', 'consejos', 'personas', 'cambiar', 'mas', 'mas', 'mismos']"
22,1,"PROMOCIÓN DE PAZ, A.B.P.",ONG - Humanitaria,5,5,2,2,1,3,True,0,4,5,5,5,2,False,3,[]
23,1,"PROMOCIÓN DE PAZ, A.B.P.",ONG - Humanitaria,3,5,4,3,3,2,True,0,5,5,5,4,0,True,4,"['personal', 'se', 'quiere', 'muy', 'eso', 'mismo', 'personas', 'darnos', 'cuenta', 'cambiado', 'vida']"
24,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['excelente', 'personas']"
25,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,4,4,4,4,4,4,True,0,5,5,5,5,0,True,4,"['parece', 'muy', 'hubo']"
26,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['variedad', 'se', 'vida', 'no', 'habia', 'cierto']"
27,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,5,5,4,5,5,5,True,0,5,5,5,5,0,True,4,"['parece', 'forma', 'grupo']"
28,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,4,5,5,5,0,False,4,[]
29,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,5,True,5,"['super', 'no', 'se', 'esos', 'excelente']"
30,1,"Fundación Rolivel, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,False,2,5,5,5,5,2,False,4,[]
31,1,Climate Science Ltd,ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['parece', 'muy', 'contra', 'personas', 'se', 'mas', 'mas', 'mas', 'menos', 'cuando', 'respeto', 'cambio']"
32,1,"Corporación de Desarrollo Integral GAON, S.A. de C.V.",ONG - Humanitaria,4,4,4,4,4,4,True,2,3,4,4,4,0,True,4,"['encanto', 'grupo', 'eso', 'estamos']"
33,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,3,4,2,3,3,4,True,0,3,4,4,3,0,False,3,"['mas', 'no', 'siento', 'no', 'se']"
34,1,Reapropia,ONG - Humanitaria,2,2,2,2,2,2,False,0,3,3,3,3,0,False,2,"['respeto', 'falta', 'atencion', 'parece', 'muy', 'falta']"
35,1,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C.",ONG - Humanitaria,4,4,5,5,5,4,True,0,5,5,5,5,0,False,4,"['se', 'parece', 'muy', 'se', 'siento', 'ella', 'podido', 'poner', 'ayudar', 'mas']"
36,1,Climate Science Ltd,ONG - Medio ambiente,5,5,5,5,5,4,True,0,4,5,4,4,0,True,4,"['encanto', 'seguir', 'dar', 'tu', 'confort', 'otra', 'forma', 'veces', 'pensamos']"
37,1,Climate Science Ltd,ONG - Medio ambiente,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['encanto', 'muy']"
38,1,DIF Nuevo León,ONG - Humanitaria,4,5,5,5,5,1,True,0,4,3,4,5,0,False,3,"['no', 'personas', 'se', 'hoy', 'dia', 'muy', 'se', 'no', 'solo', 'ayudar', 'no', 'eficiente']"
39,1,Climate Science Ltd,ONG - Medio ambiente,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'distancia', 'dar']"
40,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['encanto', 'ayudar', 'personas', 'muy', 'positivo', 'ellos', 'cuenta', 'encanto']"
41,1,Casa Monarca Ayuda Humanitaria al Migrante A.B.P.,ONG - Humanitaria,5,5,1,5,5,4,True,0,5,5,5,5,2,False,4,[]
42,1,"Fundación El Mundo Escribe, A.C.",ONG - Arte y cultura,5,5,4,4,4,4,True,0,3,4,5,5,0,True,4,"['muy', 've', 'aun', 'cambio', 'real', 'cuando', 'tu', 'gran']"
43,1,,,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
44,1,Casa Monarca Ayuda Humanitaria al Migrante A.B.P.,ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,"['seguir', 'muy', 'encanto', 'llevar']"
45,1,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C.",ONG - Humanitaria,4,4,4,4,4,4,True,2,4,4,4,4,2,False,4,[]
46,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,5,5,5,4,5,2,True,5,"['muy', 'bonita', 'muy']"
47,1,"Asociación de Espina Bífida de Nuevo León, A.B.P.",ONG - Salud,4,4,4,4,4,4,True,2,4,4,4,4,5,False,4,"['muy', 'muy', 'ayudar', 'dar', 'mas']"
48,1,"Asociación de Espina Bífida de Nuevo León, A.B.P.",ONG - Salud,5,5,4,5,5,5,True,2,5,5,5,5,0,True,4,"['encanto', 'siento', 'muy', 'muy']"
49,1,"PROMOCIÓN DE PAZ, A.B.P.",ONG - Humanitaria,5,5,3,5,5,5,True,5,5,5,5,5,0,False,4,"['muy', 'tal', 'mas', 'muy', 'se', 'ayudar', 'alguien', 'mas', 'pensar', 'haciendo']"
50,1,"Asociación de Espina Bífida de Nuevo León, A.B.P.",ONG - Salud,5,5,5,4,5,4,True,0,5,5,5,5,0,True,4,"['porque', 'esto', 'porque', 'confort', 'no', 'porque', 'muy', 'cuando', 'otro']"
51,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,4,5,0,True,4,"['le', 'encanto', 'actitud', 'eso', 'ese', 'encanto', 'encanto', 'actitud', 'ese', 'entender', 'super', 'sentimos', 'contacto', 'duro']"
52,1,"Fundación Rolivel, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['hubo', 'muy', 'positivo', 'muy', 'ayudar', 'personas', 'claro', 'positivo', 'empezar', 'cambio', 'mismo', 'gran', 'ayudar']"
53,1,DIF Nuevo León,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['les', 'estilo']"
54,1,"Fundación Rolivel, A.C.",ONG - Desarrollo humano,4,4,4,4,4,4,True,0,4,4,4,4,0,True,4,"['persona', 'mas']"
55,1,Zihuame Mochilla A.C.,ONG - Humanitaria,4,4,4,4,4,4,True,0,5,5,5,5,2,False,4,[]
56,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,4,5,5,5,5,5,False,0,5,5,5,5,0,True,4,"['muy', 'personas', 'ofrecer']"
57,1,"Programa de Acompañamiento de Servicio Social, Dirección de Servicio Social Campus Mty",Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,4,5,5,5,0,True,4,"['muy', 'se', 'mas', 'porque', 'respecto', 'ciudad', 'di', 'cuenta', 'ciudad', 'no', 'tuve', 'contacto', 'persona', 'dudas', 'respecto']"
58,1,Zihuame Mochilla A.C.,ONG - Humanitaria,4,5,3,4,3,3,True,0,5,5,5,5,2,False,4,"['muy', 'mas']"
59,1,Zihuame Mochilla A.C.,ONG - Humanitaria,4,4,3,4,4,4,True,0,5,5,5,5,2,False,4,[]
60,1,"Asociación de Espina Bífida de Nuevo León, A.B.P.",ONG - Salud,4,4,4,4,5,4,True,2,4,4,5,4,2,False,4,[]
61,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['super', 'otra', 'no', 'seguir']"
62,1,"Corporación de Desarrollo Integral GAON, S.A. de C.V.",ONG - Humanitaria,5,5,5,5,5,4,True,0,5,5,5,4,0,True,4,"['muy', 'idea', 'ellos', 'se', 'lleno', 'fotos', 'cuando', 'di', 'cuenta', 'esto', 'habia']"
63,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,5,5,5,5,5,True,5,5,5,5,5,0,False,4,"['muy', 'museo', 'muy', 'muy', 'forma', 'se']"
64,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,5,5,5,5,5,True,5,5,5,5,5,2,False,4,[]
65,1,,,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['nueva', 'cantidad', 'no', 'hacerlo']"
66,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['muy', 'buen', 'muy', 'podido', 'muy', 'buen']"
67,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,4,4,5,5,5,3,True,2,4,4,5,4,2,True,4,"['les', 'atencion', 'muy', 'nuestros', 'mejorar']"
68,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,4,5,5,5,5,True,2,4,4,5,5,0,True,4,"['museo', 'mas', 'final', 'muy', 'vista']"
69,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,4,4,4,4,5,5,True,2,5,4,4,5,2,False,4,[]
70,1,Casa Monarca Ayuda Humanitaria al Migrante A.B.P.,ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,['super']
71,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,4,4,5,4,4,4,True,2,4,4,4,4,0,True,4,"['mas', 'hice']"
72,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,5,True,5,"['encanto', 'muy', 'buen', 'contacto', 'persona', 'muy', 'muy']"
73,1,Casa Monarca Ayuda Humanitaria al Migrante A.B.P.,ONG - Humanitaria,5,5,4,5,5,5,True,0,5,5,5,5,2,True,4,"['poner', 'se', 'personas']"
74,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['increible', 'han', 'nunca']"
75,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,5,4,5,4,4,3,True,5,5,5,5,5,2,False,4,[]
76,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['se', 'muy']"
77,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,5,5,4,5,5,5,True,0,5,5,5,5,2,False,4,[]
78,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['encanto', 'muy', 'ayudar', 'personas', 'pueden', 'ellos', 'ayudar']"
79,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,5,4,3,5,5,3,True,0,4,4,5,4,2,False,4,[]
80,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,4,3,5,5,5,4,True,2,3,3,4,5,2,True,4,"['muy', 'muy']"
81,1,León Ortigosa ABP,ONG - Humanitaria,4,5,4,5,4,5,True,0,5,5,5,5,0,True,4,"['visitas', 'ahora', 'muy', 'forma', 'se', 'muy', 'distancia', 'seguir']"
82,1,León Ortigosa ABP,ONG - Humanitaria,5,4,5,5,5,4,True,0,5,4,5,5,0,False,4,"['llevar', 'cuenta', 'terminar']"
83,1,"Corporación de Desarrollo Integral GAON, S.A. de C.V.",ONG - Humanitaria,5,3,4,4,4,4,True,0,3,4,4,4,0,True,4,"['ninguno', 'hubiera', 'mas']"
84,1,"Comenzar de Nuevo, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['muy', 'buen', 'muy']"
85,1,Zihuame Mochilla A.C.,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['sinceramente', 'no', 'habia', 'visto', 'eso', 'no', 'ayudar', 'vida', 'esto', 'digo', 'sinceramente', 'hubiera', 'muy']"
86,1,"Viccali, Vida con Calidad, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,['muy']
87,1,"Programa de Acompañamiento de Servicio Social, Dirección de Servicio Social Campus Mty",Dirección Servicio Social Campus Mty.,5,5,3,5,5,5,True,5,5,5,5,5,0,True,4,"['muy', 'estilo', 'experiencias']"
88,1,"CIDEPO, Centro de Investigación y Desarrollo de Políticas Públicas, A.C.",Investigación,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['parece', 'excelente', 'muy']"
89,1,Climate Science Ltd,ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['porque', 'se', 'tratar', 'seguir', 'trabajando', 'porque', 'compartir', 'cambio', 'personas', 'mas', 'cambio', 'positivo']"
90,1,Reapropia,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['encanto', 'se', 'muy', 'mujeres', 'se', 'muy', 'mujer']"
91,1,"Blooders.org, A.C.",ONG - Salud,5,4,5,5,5,5,True,0,4,5,5,4,0,True,4,"['nueva', 'se', 'no']"
92,1,"Programa de Acompañamiento de Servicio Social, Dirección de Servicio Social Campus Mty",Dirección Servicio Social Campus Mty.,5,5,4,5,5,3,True,0,5,4,5,5,0,True,4,"['forma', 'mas', 'atencion', 'entiendo']"
93,1,Climate Science Ltd,ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['se', 'tenia', 'muy', 'claro', 'dia', 'mas']"
94,1,"Plan Cuatro Ciénegas 2040, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,[]
95,1,"CIDEPO, Centro de Investigación y Desarrollo de Políticas Públicas, A.C.",Investigación,5,5,4,5,5,5,True,2,5,5,5,5,0,True,4,"['gran', 'no', 'se', 'muy', 'personas']"
96,1,"Fundación El Mundo Escribe, A.C.",ONG - Arte y cultura,4,4,4,3,3,4,True,5,4,4,4,4,2,False,4,"['muy', 'muy']"
97,1,"Fundación El Mundo Escribe, A.C.",ONG - Arte y cultura,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,['vida']
98,1,"Fundación Rolivel, A.C.",ONG - Desarrollo humano,5,5,3,4,3,4,False,0,5,5,5,5,0,False,3,"['contacto', 'mas', 'esto', 'se', 'muy', 'ayudar', 'se']"
99,1,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C.",Actividades recreativas,5,5,5,5,5,5,True,5,5,5,5,5,5,True,5,"['muy', 'esto', 'voy', 'muy', 'grupo', 'muy', 'atento', 'personal', 'muy', 'amable', 'excelente', 'mismos', 'necesidades']"
100,1,,,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['les', 'muy']"
101,1,"Programa de Acompañamiento de Servicio Social, Dirección de Servicio Social Campus Mty",Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['siento', 'muy', 'podido', 'siento', 'muy', 'divertido', 'segundo', 'gran', 'cuando', 'se', 'pudo', 'despues', 'hubo', 'duda', 'se', 'dar']"
102,1,Climate Science Ltd,ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,['forma']
103,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['forma', 'personal', 'siento', 'muy', 'experiencias', 'siento', 'solo', 'muy', 'distancia', 'no', 'forma', 'siento', 'forma', 'hubiera', 'aun', 'completamente', 'forma']"
104,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['favorito', 'atencion', 'excelente', 'excelente', 'atencion', 'encanto', 'personas']"
105,1,"TEDI, Taller de Expresión y Desarrollo Integral, A.C.",ONG - Desarrollo humano,4,4,3,4,3,4,True,2,4,4,4,4,2,True,4,[]
106,1,"PROMOCIÓN DE PAZ, A.B.P.",ONG - Humanitaria,5,5,5,5,5,5,True,0,1,5,5,5,0,True,4,"['muy', 'muy', 'no', 'tuve', 'les', 'mas']"
107,1,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C.",Actividades recreativas,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['ahora', 'parece', 'excelente', 'no', 'mismos', 'sino', 'cambio', 'se', 'le', 'mas', 'mas', 'personas', 'parece', 'mas', 'contacto']"
108,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,4,5,5,5,4,True,0,5,5,5,5,2,False,4,[]
109,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['cercano', 'no', 'esfuerzo', 'visto', 'ellos']"
110,1,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['muy', 'duda', 'dia', 'muy']"
111,1,Casa Monarca Ayuda Humanitaria al Migrante A.B.P.,ONG - Humanitaria,4,4,4,4,4,4,True,0,4,5,5,5,0,True,4,[]
112,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['gran', 'muy', 'seguir', 'muy', 'satisfactoria']"
113,1,"Blooders.org, A.C.",ONG - Salud,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'seguir', 'muy', 'se', 'siento', 'mas', 'seguir']"
114,1,Zihuame Mochilla A.C.,ONG - Humanitaria,5,5,3,5,5,5,True,0,5,5,5,5,0,True,4,"['les', 'nueva', 'hablando', 'personas', 'habia', 'visto', 'clase', 'muy', 'muy', 'nueva']"
115,1,"Corporación de Desarrollo Integral GAON, S.A. de C.V.",ONG - Humanitaria,4,4,5,4,4,4,True,2,4,4,4,4,0,False,3,"['muy', 'parece', 'muy', 'personas']"
116,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,2,4,5,3,3,2,True,4,[]
117,1,"Corporación de Desarrollo Integral GAON, S.A. de C.V.",ONG - Humanitaria,5,5,5,5,4,4,True,0,5,5,5,5,0,True,4,"['no', 'duda', 'muy', 'vida', 'alguien', 'tu', 'esfuerzo']"
118,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,5,4,5,4,5,True,0,5,5,5,4,0,True,4,"['hubiera', 'mas', 'llevado', 'forma', 'caso']"
119,1,"Programa de Acompañamiento de Servicio Social, Dirección de Servicio Social Campus Mty",Dirección Servicio Social Campus Mty.,4,4,2,5,4,3,True,0,3,5,4,5,0,False,3,"['contacto', 'mejorar', 'mejorar', 'final', 'menos']"
120,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,[]
121,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,4,5,5,5,4,True,0,5,5,5,5,2,True,4,['muy']
122,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,5,5,5,5,4,4,True,5,3,4,5,5,2,True,4,"['museo', 'muy', 'agrado', 'distancia', 'muy', 'amable', 'repetir']"
123,1,"MARCO, Museo de Arte Contemporáneo",ONG - Arte y cultura,4,3,3,3,2,1,True,0,1,2,3,4,0,False,2,"['saber', 'mas', 'hubiera', 'mas']"
124,1,"Blooders.org, A.C.",ONG - Salud,5,5,5,5,5,5,True,0,5,5,5,5,5,True,5,['excelente']
125,1,Zihuame Mochilla A.C.,ONG - Humanitaria,4,5,5,5,5,5,True,0,4,5,5,5,0,True,4,"['ayudar', 'estos', 'porque', 'gran', 'no', 'personas', 'se', 'les', 'importa', 'ellos', 'cambio', 'forma', 'pensar', 'ayudar', 'aun', 'cuando', 'se']"
126,1,"Fundación Rolivel, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,4,4,5,3,0,True,4,"['hubiera', 'mejorar', 'ante', 'clase', 'cuenta']"
127,1,"Fundación El Mundo Escribe, A.C.",ONG - Arte y cultura,5,4,5,5,5,4,True,0,3,5,4,4,0,True,4,"['no', 'no', 'le', 'pone', 'atencion', 'super', 'fui', 'porque', 'impresionante', 'muy', 'hubiera', 'fui', 'porque', 'impresionante', 'haya', 'mas', 'personas']"
128,1,Reapropia,ONG - Humanitaria,5,5,5,5,5,4,True,0,4,5,5,4,0,True,4,"['atencion', 'muy', 'no']"
129,1,"PROMOCIÓN DE PAZ, A.B.P.",ONG - Humanitaria,5,5,4,4,4,4,True,0,5,5,5,5,0,True,4,"['muy', 'no', 'solo', 'sino']"
130,1,León Ortigosa ABP,ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,['muy']
131,1,"Blooders.org, A.C.",ONG - Salud,4,4,4,4,4,3,True,2,5,5,4,5,2,False,4,[]
132,1,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['encanto', 'seguir', 'solo', 'dado', 'seguir', 'ellas']"
133,1,"PROMOCIÓN DE PAZ, A.B.P.",ONG - Humanitaria,5,5,5,5,3,5,True,0,5,5,5,5,0,True,4,"['idea', 'despues', 'forma', 'compartir', 'personas']"
134,1,"VIFAC, Vida y Familia Monterrey, A.B.P.",ONG - Humanitaria,4,4,3,4,4,4,False,0,4,4,5,4,0,True,3,"['nunca', 'habia', 'haya', 'se', 'ese', 'hubiera', 'condiciones']"
135,1,"Blooders.org, A.C.",ONG - Salud,5,5,4,5,5,4,True,5,5,5,5,5,0,True,4,"['encanto', 'seguir', 'gran', 'siento', 'increible', 'real', 'personas', 'mas']"
136,1,"Blooders.org, A.C.",ONG - Salud,4,4,5,3,5,4,True,0,5,5,4,4,0,True,4,"['dia', 'tenia']"
137,1,"Casa Paterna La Gran Familia, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,5,True,5,"['le', 'personas', 'mas', 'personas', 'muy', 'muy', 'agradable']"
138,1,Reapropia,ONG - Humanitaria,4,4,5,4,4,4,True,5,5,5,5,5,0,True,4,"['muy', 'completo', 'muy', 'respecto']"
139,1,"Blooders.org, A.C.",ONG - Salud,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,"['encanto', 'encanto']"
140,1,"Fundación Yepez, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,4,5,2,True,4,['encanto']
141,1,"VIFAC, Vida y Familia Monterrey, A.B.P.",ONG - Humanitaria,4,4,3,4,4,3,True,0,5,4,5,5,0,False,3,"['estos', 'contacto', 'hubiera', 'encantado', 'esto', 'mas']"
142,1,"Programa de Acompañamiento de Servicio Social, Dirección de Servicio Social Campus Mty",Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,4,5,5,5,0,True,4,"['muy', 'agradable', 'se', 'muy', 'compartir', 'se', 'muy', 'se', 'fuimos', 'esto', 'vida', 'personas']"
143,1,"Plan Cuatro Ciénegas 2040, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['mas', 'mas', 'dia', 'visitar', 'mas', 'agrado']"
144,1,"Casa Paterna La Gran Familia, A.C.",ONG - Humanitaria,5,5,4,5,5,4,True,0,5,5,4,4,0,False,4,"['se', 'nota', 'le', 'caso', 'buen', 'pudo', 'persona', 'tu', 'estilo', 'se', 'persona']"
